Turismiobjekti nimi,Turismiobjekti kirjeldus,Kategooria,Tüüp,Teemaviited,Turismiobjekti koduleht,Turismiobjektii e-post,Turismiobjekti tel nr,Turismiobjekti aadress,Broneerimise link,Kvaliteedimärgised,Omadused ja üldine varustus,Tärnid,facebook,instagram,tiktok,X,Ettevõtte registrikood,Ettevõtte nimi,Ettevõtte aadress,Ettevõtte telefon,Ettevõtte e-post,Ettevõtte koduleht,Piirkond,Turismipiirkonnad ja kultuuriruumid,Saared,Hooaeg,Hooaja periood,Lahtiolekuaeg,Avatud ajad,Juurdepääsupiirangud,Tubade arv kokku,Voodikohad,Voodikohtade arv kõrghooajal,Voodikohtade arv madalhooajal,Haagissuvila kohtade arv,Telkimiskohtade arv
Ö Seaside Suites & SPA külaliskorterid,"Me oleme loonud Ö Sviidid, arvestades kõike, mida meie ise hindame ühe ideaalse puhkuse kodu puhul. Kuigi meie sviidid on varustatud kiire internetiühenduse ja lameekraaniga teleritega, soovitame sul teleka asemel avada hoopis kardinad - meil on vaieldamatult linna parim vaade.Iga korteri juurde kuulub rõdu, kust avaneb vaade Kuressaare lahele, piiskopilinnusele ning jahisadamale. See ei ole kõik - me asetseme nii, et rõdudelt saab nautida päikesetõuse ning -loojanguid, mõlemaid.Kõikide sviitide hinnas sisaldub samas hoones asuva Meri Spa Hotelli vee-ja saunakeskuse piiramatu kasutamine.",Majutus,Külaliskorter,,https://www.osuites.ee/,info@osuites.ee,+372 454 0001,"Pargi tn 16, Kuressaare linn, Saaremaa vald, Saare maakond",https://app.mews.com/distributor/07598a9c-495c-4e84-98ae-aba5010e349a,,"Külmutuskapp,Parkimine tasuta,Saun,Suplusbassein,Toitlustus,WIFI",,https://www.facebook.com/%C3%96-Suites-107532940915054/,https://www.instagram.com/o_suites_kuressaare/,,,16773336.0,MoSpa OÜ,"Pargi tn 16, Kuressaare linn, Saaremaa vald, Saare maakond",,info@johan.ee,,Lääne-Eesti,,Saaremaa,Hooajaliselt,1 Jaanuar - 31 Detsember,Ööpäevaringselt,00:00-24:00,,16.0,0.0,72.0,72.0,0.0,0.0
Obinitsa Puhkemaja,"Obinitsa Puhkemaja asub Setomaa südames, rahulikus ja müravabas keskkonnas. Maja on ideaalne koht laagrite korraldamiseks-majutamiseks, aga ka sobiv koht Setomaad avastavatele turistidele. Obinitsa Puhkemajas pakume:

aastaringselt majutust;
sündmuste korraldamise võimalust koos õhtujuhiga;
puhkemaja kultuuriküüni kasutamise võimalust;
grillimise- ja telkimisevõimalust;
toitlustust.Laagritele ja püsiklientidele hinnasoodustus!

Tule avasta Setomaad!",Majutus,Puhkemaja,Telkimisplatsid,https://obinitsapuhkemaja.eu/,priitblum@gmail.com,+372 5353 6015,"Külaveere tn 5, Obinitsa küla, Setomaa vald, Võru maakond",https://bit.ly/46zHzcD,,"Gruppide toitlustus,Külmutuskapp,Parkimine tasuta,Seminariruum,Toitlustus",,https://www.facebook.com/Obinitsap?locale=et_EE,https://www.instagram.com/obinitsapuhkemaja/,,,80380815.0,MTÜ Obinitsa Puhkemaja,"Obinitsa küla, Setomaa vald, Võru maakond",+372 53536015,priitblum@gmail.com,http://www.obinitsapuhkemaja.eu,Lõuna-Eesti,Setomaa,,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,6.0,50.0,50.0,16.0,0.0,15.0
ODYL Off-grid Puhkemaja,"ODYL võrgust väljas Puhkemaja on 100% iseseisvalt toimiv, 2024 aastal valminud, moderne, 72m2 pinnaga maja Võhandu jõe ääres, kus end füüsiliselt ja vaimselt taastada. Käi meie metsajõusaalis, jookse, sõida rattaga, matka, käi tünnisaunas, uju, naudi romantilist Võhandu jõe ja luhtade vaadet 5m kõrguselt terrassilt. Tee, mida hing ihaldab. Maja mahutavus:Luksuslik puhkus 2-le Mõnus puhkus 4-le (Loftil 2 lisakohta)Sobib 6-le (Elutoa lahtikäival diivanil 2 lisakohta vajadusel)",Majutus,Puhkemaja,,https://odylhouse.com/et/puhkemaja/,offgrid_holidays@odylhouse.com,+372 5624 8851,"Puhkekääru, Pindi küla, Räpina vald, Põlva maakond",https://hotel.bidrento.com/booking/odyl_offgrid_house/et/,,"Jõusaal,Konditsioneer,Külmutuskapp,Parkimine tasuta,Pesumasin,Puhkeala/piknikuplats,Saun,WC,WIFI",,https://www.facebook.com/profile.php?id=61557997934704,https://www.instagram.com/offgrid_holidays/,,,11568241.0,My Route OÜ,"Jõekääru, Pindi küla, Räpina vald, Põlva maakond",+372 56248851,info@odylhouse.com,,,Vana-Võromaa,,Hooajaliselt,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,3.0,6.0,6.0,6.0,0.0,0.0
Ohessaare tuulik,"Tule veeda erakordne öö tuulikus, mille mälestus jääb kauaks meelde!
Ohessaare tuulik on ainus pukktuulik Saaremaal, kus saab ööbida ja nautida 180-kraadist merevaadet.
Kahekordne tuulik majutab kuni viis inimest. I korrusel on 1-kohaline ja 2-kohaline diivanvoodi, II korrusel kaheinimese voodi. Tuuliku elektri toodavad päikesepaneelid.
Õues asuv klaaspaviljon on mõnus einestamiseks ning õhtuste päikeseloojangute nautimiseks.Sooja veega dušš ja bio-wc asuvad tuuliku kõrval. 
Tuuliku kõrval asub avar ja valgusküllane suvekohvik, kust on võimalik kaasa osta ka perenaise valmistatud keraamikat!",Majutus,Elamusmajutus,"Lemmikloomasõbralik,Peresõbralik",https://saaremaatuulik.ee,ohessaare@gmail.com,+372 5097311,"Kalmuste, Ohessaare küla, Saaremaa vald, Saare maakond",https://saaremaatuulik.ee/broneeri-majutus/majutus-ohessaare-tuulikus/,,"Parkimine tasuta,Puhkeala/piknikuplats,Toitlustus,WC",,https://www.facebook.com/ohessaare.tuulik,https://www.instagram.com/ohessaare_tuulik,,,80300414.0,Mittetulundusühing Ohessaare Pangaküla,"Ohessaare küla, Saaremaa vald, Saare maakond",+372 56919446,ohessaare@gmail.com,http://www.saaremaatuulik.ee,Lääne-Eesti,,Saaremaa,Hooajaliselt,22 Mai - 24 August,Ainult ettetellimisel,,,2.0,5.0,5.0,5.0,0.0,0.0
Ohukotsu Glämping,"Põnev ja mugavustega telkimiselamus veidi tavapäratus keskkonnas, põlispuude vahel, käega katsutavas kauguses hobusekarjast.Glämping telgis on lai kaheinimesevoodi, rohkete tekkide, patjade ja soojade linadega, kaks mugavat tugitooli, hubane valgustus ning suur väliterrass. Kohvi ja tee tegemise võimalus, kohapeal levib ka mobiilne internet, bio-käimla ja matkaduššiga värskendamise võimalus. Huvilistele saame pakkuda lisatasu eest veel kümblustünni või sauna kasutamist, hobuvankrimatka või hobusega ratsutamist ning räätsadega rabamatka.Tule kogu elamusi!",Majutus,"Puhkeküla, karavanid",,http://vooretallid.com/teenused/luksuslik-oobimine-telkimine,vooretallid@gmail.com,+372 5146552,"Möldri, Ohukotsu küla, Märjamaa vald, Rapla maakond",https://www.booking.com/hotel/ee/ohukotsu-glamping.et.html,,"Kuivkäimla,Parkimine tasuta",,https://www.facebook.com/OhukotsuGlamping,,,,11098249.0,Voore tallid OÜ,"Ohukotsu küla, Märjamaa vald, Rapla maakond",+372 5146552,anu.parisoo@gmail.com,http://ww.vooretallid.com,Põhja-Eesti,,,Hooajaliselt,1 Mai - 1 September,Ainult ettetellimisel,,,1.0,2.0,0.0,0.0,0.0,0.0
Oisu-Risti majutus,"Oisu-Risti majutuse külasliskorterid asuvad Kesk-Eestis ja sobivad hästi lühikeseks puhkuseks või pikemaks peatuseks. Hubane koht nii peredele kui ka väiksematele seltskondadele.
Aiavaatega apartemendites on kööginurk kokkamiseks, voodipesu, rätikud ning WiFi. Korterid asuvad esimesel korrusel ning on ligipääsetav ratastooliga. Terrassilt avaneb vaade rohelusele! Võimalus on kaasa võtta lemmikloom. Samuti on võimalus laadida elektriautot ja parkida karavaniga.
Lühikese autosõidu kaugusel ootavad avastamist Eesti kevadpealin Türi  ja ajalooline Kirna mõis. ",Majutus,Külaliskorter,Lemmikloomasõbralik,,oisuristi@gmail.com,+372 510 4873,"Türi tee 1a, Oisu alevik, Türi vald, Järva maakond",https://www.booking.com/hotel/ee/oisu-risti-apartments.et.html?aid=304142&label=gen173nr-1FCAsoQkIwc2Vhc2lkZS1rYWRha2EtdmlsbGEtd2l0aC1qYWN1enppLWdvbGYtYW1wLXBhZGVsSAtYBGhCiAEBmAELuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKc74q7BsACAdICJDcwMWEzNGFjLWRmMzEtNDViZS05YmUyLTk1NjAzZDdiNDJlM9gCBeACAQ&sid=ff3ee19b29ab3f0ed878f7adc6b4383b&age=1&all_sr_blocks=1240542101_395954880_0_0_0&checkin=2025-01-09&checkout=2025-01-12&dest_id=12405421&dest_type=hotel&dist=0&group_adults=2&group_children=1&hapos=1&highlighted_blocks=1240542101_395954880_0_0_0&hpos=1&matching_block_id=1240542101_395954880_0_0_0&no_rooms=1&req_adults=2&req_age=1&req_children=1&room1=A%2CA%2C1&sb_price_type=total&sr_order=popularity&sr_pri_blocks=1240542101_395954880_0_0_0__41145&srepoch=1734531075&srpvid=804663bea03c03bb&type=total&ucfs=1&,,"Haagissuvila/karavani parkla,Külmutuskapp,Parkimine tasuta,Puhkeala/piknikuplats,Saun,WIFI",,https://www.facebook.com/profile.php?id=61559111043182,,,,14953672.0,OÜ Asjatundja,"Kuuse tn 8, Oisu alevik, Türi vald, Järva maakond",+372 5814 4326,oyasjatundja@gmail.com,,Põhja-Eesti,,,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,2.0,6.0,0.0,0.0,0.0,0.0
Oitme matkamaja,"Oitme matkamaja hostel asub Põhja Saaremaal, Leisi vallas. Hostel on lähim ja soodsaim majutus Triigi sadamast.  Pakume  majutust 2-5 kohalistes tubades. Majas on lisaks köök ja saun. Jalgrattaturistidele turvaline jalgrataste hoiukoht.Matkamaja kõrval asub looduslikult kaunis rannakarjamaa, millel on valgustusega peoplats, lava, rannavolle väljak, minijalgpalli väljak. Peoplatsi külastajate kasutada on kiik, vesi, elekter, lõkkeplats, telkimisala. Peoplatsi on võimalik kasutada kokkutulekute ja asutuste suvepäevade korraldamiseks.",Majutus,Hostel,,https://www.oitme.ee/,info@oitme.ee,+372 503 3930,"Hotelli, Oitme küla, Saaremaa vald, Saare maakond",,,"Külmutuskapp,Parkimine tasuta,Pesumasin,WC,WIFI",,,,,,14489660.0,Oitme OÜ,"Lambi, Oitme küla, Saaremaa vald, Saare maakond",+372 53409985,info@oitme.ee,,Lääne-Eesti,,Saaremaa,Hooajaliselt,1 Mai - 30 September,Ööpäevaringselt,00:00-24:00,,13.0,43.0,0.0,0.0,0.0,0.0
Oiu Sadama Iglumaja,"Iglumaja on unikaalne kahekordne iglu, kus ruumi 4 inimesele. Iglumaja teisel korrusel on õdus magamistuba, puhkenurk ning terrass, esimesel korrusel avar köök,  magamisnurk kahele ning kaminatoake. Maja on muust kompleksist piisavalt eraldi pakkudes täielikku privaatsust.
Asukoht Võrtsjärve kaldal, Tänassilma jõe suudmes on paik, mis ühendab endas linna mugavused ja võimalused ning looduse rahu ja vaikuse. See on pelgupaik, kus võtta aega iseendale. Et unistada, enda eest hoolitseda, lihtsalt iseendaga olla. 
 ",Majutus,Elamusmajutus,,https://oiusadam.ee/,oiu@iglupark.com,+372 56782591,"Oiu-Võitööstuse, Oiu küla, Viljandi vald, Viljandi maakond",https://bouk.io/booking/iglupark/402/rooms/110,,"Konditsioneer,Külmutuskapp,Parkimine tasuta,Peretoad,Puhkeala/piknikuplats,Saun,WC,WIFI",,https://www.facebook.com/oiusadamapuhkemaja/,https://www.instagram.com/oiusadam/?hl=en,,,16002076.0,Iglupark OÜ,"Lennusadama tänav 7, Põhja-Tallinna linnaosa, Tallinn, Harju maakond",+372 53587503,noblessneri@iglupark.com,,Lõuna-Eesti,,,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,2.0,0.0,4.0,4.0,0.0,0.0
Oiu Sadama jõemaja,"Oiu Sadamas asuv hubane palkmaja on suurepärane koht aja mahavõtmiseks ja suurema seltskonna mahutamiseks. Esimesel korrusel asub kaminaga peosaal ning kööginurgast leiab vajaliku kokkamiseks. Teisel korrusel asuvad magamistoad mahutavad kuni 10 inimest ning pakuvad võimalust nautida hommikukohvi ning tõusvat päikest otse terrassilt.Sadama ala peidab endas hulganisti looduslähedust ning pakub palkmaja külastajatele aastaringselt avatud restorani, ruume ürituste ja seminaride korraldamiseks ning põnevat ning erinäolist saunatamiskogemust.",Majutus,Puhkemaja,,https://oiusadam.ee/,oiu@iglupark.com,+372 56782591,"Oiu-Võitööstuse/2, Oiu küla, Viljandi vald, Viljandi maakond",https://bouk.io/booking/iglupark/402/rooms/2?language=eng,,"Haagissuvila/karavani parkla,Külmutuskapp,Parkimine tasuta,Puhkeala/piknikuplats,Seminariruum,WC",,https://www.facebook.com/oiusadamapuhkemaja,https://www.instagram.com/oiusadam/,,,16002076.0,Iglupark OÜ,"Lennusadama tänav 7, Põhja-Tallinna linnaosa, Tallinn, Harju maakond",+372 53587503,noblessneri@iglupark.com,,Lõuna-Eesti,,,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,5.0,0.0,14.0,14.0,0.0,0.0
Ojaperve Peo- ja Puhkemaja,"Kui otsid mõnusat kohta sünnipäevade, pulmade, firmaürituste, seminaride või kokkutulekute pidamiseks, siis Ojaperve Peomaja on selleks just sobiv koht. Asume looduskaunis kohas Seitsmejärvemaal ehk Rõuges, Ööbikuoru kaldal. Pakume majutust 14-le inimesele, olemas ka väike kööginurk ja peosaal suurematele ja väiksematele seltskondadele. Peosaali mahutavus on kuni 100 inimest.Oleme avatud aastaringselt!",Majutus,Puhkemaja,,https://ojapervepeomaja.ee,ojaperve.peomaja@gmail.com,+372 56508982,"Tindi tn 10, Rõuge alevik, Rõuge vald, Võru maakond",https://bit.ly/4mpR0kR,,"Külmutuskapp,Parkimine tasuta,Seminariruum,WC,WIFI",,https://www.facebook.com/Ojaperve-Peomaja-100294258591067,,,,10987823.0,Weldoni Varahaldus OÜ,"Tammneeme tee 15, Tammneeme küla, Viimsi vald, Harju maakond",+372 56508982,ojaperve.peomaja@gmail.com,,Lõuna-Eesti,Vana-Võromaa,,Hooajaliselt,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,4.0,13.0,13.0,13.0,0.0,0.0
Okka Puhkemaja,"Kui oled väsinud linnamürast ning soovid hästi ja mugavalt puhata vaikses ja turvalises kohas kauni looduse keskel Peipsi järve ääres koos pere või sõpradega, siis sobib Okka puhkemaja just Sulle. Puhkemajas on esimesel korrusel kaminasaal, saunakompleks ja avar köök kõige vajalikuga toidu valmistamiseks. Külastajate jaoks on olemas üks magamistuba esimesel korrusel ja kaks magamistuba teisel korrusel. Kaminasaalis on samuti lahtikäiv diivanvoodi. Kokku mahub majutuma lahedalt 12 inimest.Meil on ka tünnisauna õues. Tünnisauna kasutamine on 150 eurot.",Majutus,Puhkemaja,,http://www.jundema.ee,jundema@mail.ru,+372 56905968,"13111 Kauksi-Vasknarva tee, Alajõe küla, Alutaguse vald, Ida-Viru maakond",,,"Külmutuskapp,Parkimine tasuta,Pesumasin,WIFI",,,,,,11381761.0,Jundema OÜ,"Aruserva tänav 21b, Sompa linnaosa, Kohtla-Järve linn, Ida-Viru maakond",+372 56905968,jundema@mail.ru,http://www.jundema.ee,Põhja-Eesti,Peipsi vanausulised,,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,3.0,12.0,0.0,0.0,0.0,0.0
Oksa puhkemaja,"Võrumaa suurima järve, Vagula ääres asuv Oksa puhkemaja pakub sulle mõnusat puhkust ja äraolemist. Oksa puhkemaja kahekordne palkmaja mahutab kenasti väiksema seltskonna tähistamaks sünnipäevi või nautimaks toredat nädalavahetust.
Kevadsuvisel ajal on väga hea võimalus proovida Oksa puhkemajas vesiharrastusi- veelauada ja veesuuska. 
Oksa puhkemaja juurest on hea juurdepääs Vagula järvele, eraldi on olemas paadiramp, mis sobib ka suuremale alusele.
Meie juures saab laenutada paati, eriti soovitame Vagula järve kalapüügihuvilistele.",Majutus,Puhkemaja,,,oksapuhkemaja@gmail.com,+372 5667 3989,"Männivagula, Juba küla, Võru vald, Võru maakond",https://bit.ly/4keR0UT,,"Haagissuvila/karavani parkla,Külmutuskapp,Parkimine tasuta,WC",,https://www.facebook.com/OksaPuhkemaja,,,,14200501.0,OÜ Kaisel,"Juba küla, Võru vald, Võru maakond",,Jubapuhkemaja@gmail.com,,Lõuna-Eesti,Vana-Võromaa,,Hooajaliselt,2 Aprill - 30 September,Ainult ettetellimisel,,,2.0,15.0,15.0,10.0,0.0,0.0
Old Hapsal Hotel,"Old Hapsal Hotel ei ole pelgalt majutus Haapsalus, vaid elamuse looja, mis sündis unistusest pakkuda personaalset ja kvaliteetset teenust täiskasvanutele. Seda rahulikus ja romantilises keskkonnas!Meie hotellis on 10 erinevatest riikidest inspiratsiooni saanud tuba, mis mahutavad kuni 22 külalist. Lisaks avar saal ja valgusküllane veranda ning roosiaed.
Pakume ettevõtetele  täislahendust meeskonna ürituste korraldamisel, sh kõrgekvaliteetne esitlustehnika, parim toitlustus ja aktiivsed tegevused. Väga populaarseks on osutunud ühised kokkamised ja töötoad meie tipptasemel sisustatud köögis!",Majutus,Hotell,Green Key,https://oldhapsalhotel.ee/,info@oldhapsalhotel.ee,+372 51944432,"Lahe tn 11, Haapsalu linn, Haapsalu linn, Lääne maakond",https://bouk.io/booking/oldhapsal/350/rooms?&language=en&skip=1&nights=2,Green Key,"Parkimine tasuta,Puhkeala/piknikuplats,Seminariruum,WC,WIFI",,https://www.facebook.com/OldHapsalHotel,https://www.instagram.com/oldhapsalhotel/,,,16225497.0,Old Hapsal Hotel OÜ,"Lahe tänav 11, Haapsalu linn, Haapsalu linn, Lääne maakond",+372 5092126,daire@oldhapsalhotel.ee,,Lääne-Eesti,,,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ööpäevaringselt,00:00-24:00,,10.0,22.0,0.0,0.0,0.0,0.0
Õnnela külalistemaja,"Õnnela Külalistemaja asub iidses Ohepalu külas. Arhailine kaasaegsete mugavustega külalistemaja vanas talukompleksis.  Õnnela Külalistemaja kompleksi kuulub külalistemaja koos suure kaminasaaliga, köök, 6 magamistuba ja 2 pargimaja. Külalistemaja juures on ka suur parkla. Siia tullakse tähistama suursündmusi, korraldama seminare või otsima vaikust. Koos leiame lahenduse Teie soovidele.Hea teada: korraldame rabamatku ja kanuumatku Valgejõel.",Majutus,Külalistemaja,"Lemmikloomasõbralik,Telkimisplatsid",http://www.onnela.ee,kulalistemaja@gmail.com,+372 5650 6858,"Haaviku, Ohepalu küla, Kadrina vald, Lääne-Viru maakond",,,"Haagissuvila/karavani parkla,Külmutuskapp,Parkimine tasuta,Pesumasin,WC,WIFI",,https://www.facebook.com/onnelakulalistemaja,,,,14853723.0,Foodmakers OÜ,"Ambla mnt 3, Tapa vallasisene linn, Tapa vald, Lääne-Viru maakond",,kulalistemaja@gmail.com,,Põhja-Eesti,,,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,6.0,10.0,0.0,0.0,0.0,0.0
Õnneoru puhkemaja,"Lääne-Saaremaal Kuusnõmme külas asub tõeliselt privaatne Õnneoru puhkemaja. Männimetsa ääres ootab Teid II korruseline kõikide mugavustega maja, mis on kui väikene SPA oma mullivanni ja suure saunaga. Puhkemaja on sobilik kuni 3 perele või 8-liikmelisele seltskonnale (vajadusel ka 5 lisa magamiskohta).   ",Majutus,Puhkemaja,,https://saaremajutus.ee/accommodation/onneoru-puhkemaja/,mari.paaskivi@gmail.com,+372 56942289,"Õnneoru, Kuusnõmme küla, Saaremaa vald, Saare maakond",https://saaremajutus.ee/accommodation/onneoru-puhkemaja/,,"Külmutuskapp,Parkimine tasuta,Pesumasin,WC,WIFI",,https://www.facebook.com/Onneoru/,,,,11640398.0,Helmika OÜ,"Kannikese tee 8, Praakli küla, Kaarma vald, Saare maakond",+372 56942289,mari.paaskivi@gmail.com,,Lääne-Eesti,,Saaremaa,Hooajaliselt,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,3.0,13.0,13.0,0.0,0.0,0.0
Onni villa,"Onni Villa on rajatud vana sepikoja varemetele Onni ranna kaldal. Kaunite liivarandade ja sobivate ilmastikutingimustega on maja ees laiuv Tagalaht saanud surfarite meelispaigaks. Päikeseline rannik peidab endas loendamatul hulgal allikaid. Villa sobib suurepäraselt peatuspaigaks perekonnale, sõpruskonnale või ka romantikutele. Minimaalne periood maja kasutamiseks on 3 päeva.Enne saabumist Onni Villasse helistage meie kontakttelefonile vajalikeks juhisteks.",Majutus,Puhkemaja,,,ffapartment@gmail.com,+372 509 7878,"Mäekalda, Kallaste küla, Saaremaa vald, Saare maakond",https://www.booking.com/hotel/ee/onni-villa.et.html,,"Külmutuskapp,Parkimine tasuta,WC",,,,,,10104634.0,ABC Saare OÜ,"Tolli tänav 4, Kuressaare linn, Saaremaa vald, Saare maakond",+372 5097878,ffapartment@gmail.com,,Lääne-Eesti,,Saaremaa,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,3.0,0.0,6.0,6.0,0.0,0.0
Ööbikuoru Villa,"Romantiline ja luksuslik majutus Rõuges, imeline loodus ürgorus kolme järve keskel. Ööikuoru villa ootab sind keset rahu ja rohelust – siin saad end välja lülitada ja nautida vaikust, mida katkestab vaid linnulaul.Hubane ja stiilselt sisustatud villa pakub kõike, mida vajad lõõgastavaks puhkuseks – olgu see romantiline nädalavahetus, perepuhkus või sõpradega koosviibimine.Asukoht looduskaunis paigas pakub rohkelt võimalusi matkamiseks, puhkuseks või sündmuste pidamiseks.Maitsev söök restoranis Andreas, tervistav soolakamber, kümblustünn või massaaž, saunaõhtud ja lõkkeõhtud – Ööikuoru villas saavad väikestest asjadest suured hetked. Head ajaveetmist võimaldab ka suitsusaun või järvevaatega privaatne puravikusaun. Laste päralt on laste mängunurk siseruumis ja mänguväljak õues.Kui ihkad eemale linnakärast ja otsid paika, kus aeg voolab omas rütmis, siis on Ööikuoru villa just sinu jaoks. Viibimine Ööbikuoru villas on väärtuslikult veedetud aeg!",Majutus,Külalistemaja,"Lemmikloomasõbralik,Peresõbralik",https://oruvilla.ee/,villa@oruvilla.ee,+372 509 9666,"Ööbikuoru villa/1, Tiidu küla, Rõuge vald, Võru maakond",https://bouk.io/booking/oruvilla/285/rooms/30,,"Haagissuvila/karavani parkla,Külmutuskapp,Laste mängutuba,Parkimine tasuta,Pesumasin,WC,WIFI",,https://www.facebook.com/oruvilla,https://www.instagram.com/oruvilla,,,11091394.0,Management OÜ,"Lutsu talu, Tiidu küla, Rõuge vald, Võru maakond",+372 5099666,villa@oruvilla.ee,http://www.oruvilla.ee,Lõuna-Eesti,,,Hooajaliselt,1 Juuni - 31 August,Ööpäevaringselt,00:00-24:00,,9.0,18.0,18.0,18.0,2.0,5.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,1 September - 31 Mai,Ööpäevaringselt,00:00-24:00,,9.0,18.0,18.0,18.0,2.0,5.0
ÖÖD Hötels Kääriku,"ÖÖD Hötels Kääriku asub Otepää lähistel, jalutuskäigu kaugusel Kääriku järvest ja spordikeskusest. Lõuna-Eesti on tuntud maagiliste järvede ja metsade poolest. Aktiivse puhkuse huvilistel on võimalus Kääriku spordibaasis tegeleda erinevate aladega - kergejõustik, jalgpall, korvpall, tennis, suusatamine, uisutamine jpm. ÖÖD majas on olemas kõik puhkuseks vajalik - suur ja mugav voodi, kööginurk koos kõige vajalikuga, avar terrass grilliga, tualett ja duširuum, hubane interjöör ning imeline panoraamvaade loodusele.See on koht, kus veeta meeldejääv öö üksi või kalli kaaslase seltsis!",Majutus,Elamusmajutus,,https://kaariku.ee/majutus/ood-maja/,info@oodhotels.com,+372 5333 4772,"Kääriku, Kääriku küla, Otepää vald, Valga maakond",https://booking.kaariku.ee/et/?type=ood,,"Külmutuskapp,Parkimine tasuta,Puhkeala/piknikuplats,Saun,WC,WIFI",,https://www.facebook.com/oodhouses,https://www.instagram.com/oodhouses,,,14727208.0,Ööd Hotel OÜ,"Vesivärava tänav 19, Kesklinna linnaosa, Tallinn, Harju maakond",+372 58048933,info@oodhouse.com,,Lõuna-Eesti,,,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,2.0,4.0,4.0,4.0,0.0,0.0
ÖÖD Hötels Kütiorg,"ÖÖD Hötels Kütiorg asub Haanja looduspargis ümbritsetuna lummavast loodusest koos ürgoru, matkaradade ja suusakeskusega. 
Kütiorg pakub puhkusevõimalusi aastaringselt. ÖÖD majas on olemas kõik puhkuseks vajalik - suur ja mugav voodi, kööginurk koos kõige vajalikuga, avar terrass grilliga, tualett ja duširuum, hubane interjöör ning imeline panoraamvaade loodusele. 
Maja asub järve kaldal - soovi korral saab harrastada aerulaua või veisjalgrattaga sõitmist, peale sauna ennast vette kasta või palaval suvepäeval end vees jahutada.
See on koht, kus veeta meeldejääv öö üksi või kalli kaaslase seltsis!",Majutus,Elamusmajutus,,https://oodhotels.com/et/accommodation/kutiorg,info@oodhotels.com,+372 5333 4772,"Tootsi-Küti-Ähijärve tee L2, Koloreino küla, Võru vald, Võru maakond",https://oodhotels.com/et/accommodation/kutiorg,,"Konditsioneer,Külmutuskapp,Parkimine tasuta,Puhkeala/piknikuplats,Saun,WC",,https://www.facebook.com/oodhouses/,https://www.instagram.com/oodhouses/,,,14727208.0,Ööd Hotel OÜ,"Vesivärava tänav 19, Kesklinna linnaosa, Tallinn, Harju maakond",+372 58048933,info@oodhouse.com,,Lõuna-Eesti,,,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,1.0,0.0,2.0,2.0,0.0,0.0
